duracao;intensidade;f01;f02;f03;falante;modalidade;frase;acento;escolaridade;genero;vogal;Variedade;intst;f0st;durz;n_vogais
80;65;114;116;118;6;i;kwb;oxitona;superior;masculino;V3;Oiapoque;-4,059;-0,420;0,340;12
41;55;55;85;104;6;i;kwb;oxitona;superior;masculino;V4;Oiapoque;-14,059;-6,566;-0,576;12
150;65;116;122;124;6;i;kwb;oxitona;superior;masculino;V1;Oiapoque;-4,059;0,263;1,984;12
50;52;68;66;70;6;i;kwb;oxitona;superior;masculino;V2;Oiapoque;-17,059;-9,666;-0,364;12
39;48;96;101;101;6;i;kwb;oxitona;superior;masculino;V3;Oiapoque;-21,059;-3,105;-0,623;12
80;65;114;116;118;6;i;kwb;oxitona;superior;masculino;V4;Oiapoque;-4,059;-0,420;0,340;12
150;66;134;159;158;6;a;kwd;oxitona;superior;masculino;V1;Oiapoque;-3,059;4,069;1,984;12
110;69;131;140;156;6;a;kwd;oxitona;superior;masculino;V2;Oiapoque;-0,059;3,122;1,045;12
40;64;156;149;143;6;a;kwd;oxitona;superior;masculino;V3;Oiapoque;-5,059;3,953;-0,599;12
41;63;138;142;141;6;a;kwd;oxitona;superior;masculino;V4;Oiapoque;-6,059;2,877;-0,576;12
90;74;146;135;123;6;a;kwd;oxitona;superior;masculino;V1;Oiapoque;4,941;2,164;0,575;12
150;66;134;159;158;6;a;kwd;oxitona;superior;masculino;V2;Oiapoque;-3,059;4,069;1,984;12
110;69;131;140;156;6;a;kwd;oxitona;superior;masculino;V3;Oiapoque;-0,059;3,122;1,045;12
40;64;156;149;143;6;a;kwd;oxitona;superior;masculino;V4;Oiapoque;-5,059;3,953;-0,599;12
50;54;122;121;114;6;a;kwd;oxitona;superior;masculino;V1;Oiapoque;-15,059;0,022;-0,364;12
85;68;129;121;108;6;a;kwd;oxitona;superior;masculino;V2;Oiapoque;-1,059;0,071;0,458;12
113;66;124;143;139;6;a;kwd;oxitona;superior;masculino;V3;Oiapoque;-3,059;2,249;1,115;12
70;69;128;133;135;6;a;kwd;oxitona;superior;masculino;V4;Oiapoque;-0,059;1,817;0,105;12
59;53;117;130;129;6;i;kwd;oxitona;superior;masculino;V1;Oiapoque;-16,059;0,920;-0,153;12
70;58;152;151;147;6;i;kwd;oxitona;superior;masculino;V2;Oiapoque;-11,059;4,030;0,105;12
80;70;177;154;136;6;i;kwd;oxitona;superior;masculino;V3;Oiapoque;0,941;4,672;0,340;12
60;63;143;140;129;6;i;kwd;oxitona;superior;masculino;V4;Oiapoque;-6,059;2,503;-0,130;12
138;58;128;140;158;6;i;kwd;oxitona;superior;masculino;V1;Oiapoque;-11,059;3,081;1,702;12
64;53;111;130;129;6;i;kwd;oxitona;superior;masculino;V2;Oiapoque;-16,059;0,642;-0,036;12
70;58;152;151;147;6;i;kwd;oxitona;superior;masculino;V3;Oiapoque;-11,059;4,030;0,105;12
80;70;177;154;136;6;i;kwd;oxitona;superior;masculino;V4;Oiapoque;0,941;4,672;0,340;12
80;56;103;105;106;6;i;kwd;oxitona;superior;masculino;V1;Oiapoque;-13,059;-2,200;0,340;12
136;58;128;140;158;6;i;kwd;oxitona;superior;masculino;V2;Oiapoque;-11,059;3,081;1,655;12
44;51;123;123;123;6;i;kwd;oxitona;superior;masculino;V3;Oiapoque;-18,059;0,595;-0,505;12
60;54;123;121;125;6;i;kwd;oxitona;superior;masculino;V4;Oiapoque;-15,059;0,595;-0,130;12
71;57;100;99;107;6;i;kwd;oxitona;superior;masculino;V1;Oiapoque;-12,059;-2,646;0,129;12
72;57;237;227;96;6;i;kwd;oxitona;superior;masculino;V2;Oiapoque;-12,059;7,816;0,152;12
159;63;128;144;143;6;i;kwd;oxitona;superior;masculino;V3;Oiapoque;-6,059;2,629;2,196;12
30;61;148;148;148;6;a;kwf;paroxitona;superior;masculino;V4;Oiapoque;-8,059;3,798;-0,834;12
34;63;149;148;145;6;a;kwf;paroxitona;superior;masculino;V1;Oiapoque;-6,059;3,720;-0,740;12
56;74;154;151;152;6;a;kwf;paroxitona;superior;masculino;V2;Oiapoque;4,941;4,298;-0,224;12
100;59;119;107;105;6;a;kwf;paroxitona;superior;masculino;V3;Oiapoque;-10,059;-1,287;0,810;12
0;0;50;50;50;6;a;kwf;paroxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
44;69;154;146;144;6;a;kwf;paroxitona;superior;masculino;V1;Oiapoque;-0,059;3,798;-0,505;12
36;63;149;147;145;6;a;kwf;paroxitona;superior;masculino;V2;Oiapoque;-6,059;3,681;-0,693;12
56;74;154;151;151;6;a;kwf;paroxitona;superior;masculino;V3;Oiapoque;4,941;4,260;-0,224;12
114;60;120;107;105;6;a;kwf;paroxitona;superior;masculino;V4;Oiapoque;-9,059;-1,235;1,139;12
76;76;145;141;139;6;a;kwf;paroxitona;superior;masculino;V1;Oiapoque;6,941;3,041;0,246;12
36;69;153;147;143;6;a;kwf;paroxitona;superior;masculino;V2;Oiapoque;-0,059;3,759;-0,693;12
34;63;149;148;145;6;a;kwf;paroxitona;superior;masculino;V3;Oiapoque;-6,059;3,720;-0,740;12
56;74;154;151;152;6;a;kwf;paroxitona;superior;masculino;V4;Oiapoque;4,941;4,298;-0,224;12
33;47;103;103;105;6;i;kwf;paroxitona;superior;masculino;V1;Oiapoque;-22,059;-2,366;-0,764;12
90;67;121;117;114;6;i;kwf;paroxitona;superior;masculino;V2;Oiapoque;-2,059;-0,222;0,575;12
40;56;60;57;56;6;i;kwf;paroxitona;superior;masculino;V3;Oiapoque;-13,059;-12,519;-0,599;12
24;47;62;101;101;6;i;kwf;paroxitona;superior;masculino;V4;Oiapoque;-22,059;-5,202;-0,975;12
30;65;137;135;133;6;i;kwf;paroxitona;superior;masculino;V1;Oiapoque;-4,059;2,206;-0,834;12
80;45;123;120;127;6;i;kwf;paroxitona;superior;masculino;V2;Oiapoque;-24,059;0,642;0,340;12
100;76;144;144;148;6;i;kwf;paroxitona;superior;masculino;V3;Oiapoque;6,941;3,483;0,810;12
40;65;129;122;113;6;i;kwf;paroxitona;superior;masculino;V4;Oiapoque;-4,059;0,359;-0,599;12
112;67;120;126;133;6;i;kwf;paroxitona;superior;masculino;V1;Oiapoque;-2,059;1,058;1,092;12
33;58;129;125;124;6;i;kwf;paroxitona;superior;masculino;V2;Oiapoque;-11,059;1,012;-0,764;12
52;48;114;112;112;6;i;kwf;paroxitona;superior;masculino;V3;Oiapoque;-21,059;-0,924;-0,318;12
100;66;123;118;119;6;i;kwf;paroxitona;superior;masculino;V4;Oiapoque;-3,059;0,167;0,810;12
200;62;129;144;203;6;a;kws;paroxitona;superior;masculino;V1;Oiapoque;-7,059;5,003;3,159;12
122;69;132;130;147;6;a;kws;paroxitona;superior;masculino;V2;Oiapoque;-0,059;2,376;1,327;12
28;53;183;188;192;6;a;kws;paroxitona;superior;masculino;V3;Oiapoque;-16,059;7,909;-0,881;12
45;60;199;194;171;6;a;kws;paroxitona;superior;masculino;V4;Oiapoque;-9,059;7,940;-0,482;12
85;69;183;158;142;6;a;kws;paroxitona;superior;masculino;V1;Oiapoque;-0,059;5,256;0,458;12
170;60;133;144;145;6;a;kws;paroxitona;superior;masculino;V2;Oiapoque;-9,059;2,918;2,454;12
160;69;129;127;143;6;a;kws;paroxitona;superior;masculino;V3;Oiapoque;-0,059;1,948;2,219;12
50;59;173;169;156;6;a;kws;paroxitona;superior;masculino;V4;Oiapoque;-10,059;5,785;-0,364;12
50;58;211;199;195;6;a;kws;paroxitona;superior;masculino;V1;Oiapoque;-11,059;9,154;-0,364;12
80;72;185;155;134;6;a;kws;paroxitona;superior;masculino;V2;Oiapoque;2,941;4,930;0,340;12
200;62;129;144;203;6;a;kws;paroxitona;superior;masculino;V3;Oiapoque;-7,059;5,003;3,159;12
112;70;132;131;147;6;a;kws;paroxitona;superior;masculino;V4;Oiapoque;0,941;2,419;1,092;12
57;61;136;136;136;6;i;kws;paroxitona;superior;masculino;V1;Oiapoque;-8,059;2,334;-0,200;12
54;58;136;135;132;6;i;kws;paroxitona;superior;masculino;V2;Oiapoque;-11,059;2,121;-0,271;12
99;74;150;138;119;6;i;kws;paroxitona;superior;masculino;V3;Oiapoque;4,941;2,292;0,786;12
203;66;140;165;188;6;i;kws;paroxitona;superior;masculino;V4;Oiapoque;-3,059;5,610;3,229;12
44;56;147;147;139;6;i;kws;paroxitona;superior;masculino;V1;Oiapoque;-13,059;3,364;-0,505;12
58;57;63;94;124;6;i;kws;paroxitona;superior;masculino;V2;Oiapoque;-12,059;-4,122;-0,177;12
72;49;154;152;151;6;i;kws;paroxitona;superior;masculino;V3;Oiapoque;-20,059;4,298;0,152;12
122;71;182;160;135;6;i;kws;paroxitona;superior;masculino;V4;Oiapoque;1,941;5,039;1,327;12
102;67;126;133;138;6;i;kws;paroxitona;superior;masculino;V1;Oiapoque;-2,059;1,861;0,857;12
71;57;160;157;151;6;i;kws;paroxitona;superior;masculino;V2;Oiapoque;-12,059;4,709;0,129;12
57;61;136;136;136;6;i;kws;paroxitona;superior;masculino;V3;Oiapoque;-8,059;2,334;-0,200;12
54;58;136;135;132;6;i;kws;paroxitona;superior;masculino;V4;Oiapoque;-11,059;2,121;-0,271;12
42;60;128;128;129;6;i;kws;paroxitona;superior;masculino;V1;Oiapoque;-9,059;1,330;-0,552;12
130;67;129;133;137;6;i;kws;paroxitona;superior;masculino;V2;Oiapoque;-2,059;1,948;1,514;12
44;56;147;147;139;6;i;kws;paroxitona;superior;masculino;V3;Oiapoque;-13,059;3,364;-0,505;12
55;57;120;121;120;6;a;kwv;proparoxitona;superior;masculino;V4;Oiapoque;-12,059;0,215;-0,247;12
40;54;141;140;139;6;a;kwv;proparoxitona;superior;masculino;V1;Oiapoque;-15,059;2,836;-0,599;12
100;56;116;113;103;6;a;kwv;proparoxitona;superior;masculino;V2;Oiapoque;-13,059;-1,235;0,810;12
45;54;54;51;51;6;a;kwv;proparoxitona;superior;masculino;V3;Oiapoque;-15,059;-14,310;-0,482;12
0;0;50;50;50;6;a;kwv;proparoxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
30;62;147;140;138;6;a;kwv;proparoxitona;superior;masculino;V1;Oiapoque;-7,059;3,041;-0,834;12
30;54;141;140;140;6;a;kwv;proparoxitona;superior;masculino;V2;Oiapoque;-15,059;2,877;-0,834;12
100;56;116;113;103;6;a;kwv;proparoxitona;superior;masculino;V3;Oiapoque;-13,059;-1,235;0,810;12
30;54;53;51;51;6;a;kwv;proparoxitona;superior;masculino;V4;Oiapoque;-15,059;-14,422;-0,834;12
70;66;128;132;132;6;a;kwv;proparoxitona;superior;masculino;V1;Oiapoque;-3,059;1,641;0,105;12
36;62;147;140;138;6;a;kwv;proparoxitona;superior;masculino;V2;Oiapoque;-7,059;3,041;-0,693;12
40;54;141;140;139;6;a;kwv;proparoxitona;superior;masculino;V3;Oiapoque;-15,059;2,836;-0,599;12
92;56;116;113;106;6;a;kwv;proparoxitona;superior;masculino;V4;Oiapoque;-13,059;-1,079;0,622;12
23;58;126;124;123;6;i;kwv;proparoxitona;superior;masculino;V1;Oiapoque;-11,059;0,781;-0,999;12
100;74;139;137;140;6;i;kwv;proparoxitona;superior;masculino;V2;Oiapoque;4,941;2,670;0,810;12
40;67;120;119;118;6;i;kwv;proparoxitona;superior;masculino;V3;Oiapoque;-2,059;0,022;-0,599;12
30;58;116;114;113;6;i;kwv;proparoxitona;superior;masculino;V4;Oiapoque;-11,059;-0,670;-0,834;12
30;63;158;150;147;6;i;kwv;proparoxitona;superior;masculino;V1;Oiapoque;-6,059;4,222;-0,834;12
31;58;127;125;123;6;i;kwv;proparoxitona;superior;masculino;V2;Oiapoque;-11,059;0,874;-0,811;12
100;74;139;137;140;6;i;kwv;proparoxitona;superior;masculino;V3;Oiapoque;4,941;2,670;0,810;12
40;67;120;119;118;6;i;kwv;proparoxitona;superior;masculino;V4;Oiapoque;-2,059;0,022;-0,599;12
80;73;147;157;166;6;i;kwv;proparoxitona;superior;masculino;V1;Oiapoque;3,941;4,783;0,340;12
30;63;158;150;147;6;i;kwv;proparoxitona;superior;masculino;V2;Oiapoque;-6,059;4,222;-0,834;12
23;58;126;124;123;6;i;kwv;proparoxitona;superior;masculino;V3;Oiapoque;-11,059;0,781;-0,999;12
100;74;139;137;140;6;i;kwv;proparoxitona;superior;masculino;V4;Oiapoque;4,941;2,670;0,810;12
118;59;122;144;146;6;a;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-10,059;2,503;1,233;12
140;68;129;127;138;6;a;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-1,059;1,730;1,749;12
25;52;142;142;141;6;a;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-17,059;3,041;-0,952;12
44;63;144;144;133;6;a;kwz;proparoxitona;superior;masculino;V4;Oiapoque;-6,059;2,877;-0,505;12
91;62;119;113;105;6;a;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-7,059;-0,976;0,598;12
170;63;113;139;145;6;a;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-6,059;1,861;2,454;12
110;64;120;126;132;6;a;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-5,059;1,012;1,045;12
43;47;125;124;123;6;a;kwz;proparoxitona;superior;masculino;V4;Oiapoque;-22,059;0,735;-0,529;12
40;54;142;135;132;6;a;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-15,059;2,376;-0,599;12
100;68;149;141;130;6;a;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-1,059;2,836;0,810;12
118;59;122;144;146;6;a;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-10,059;2,503;1,233;12
140;68;129;127;138;6;a;kwz;proparoxitona;superior;masculino;V4;Oiapoque;-1,059;1,730;1,749;12
47;54;120;120;120;6;i;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-15,059;0,167;-0,435;12
33;52;120;120;119;6;i;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-17,059;0,119;-0,764;12
90;69;135;129;119;6;i;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-0,059;1,239;0,575;12
148;64;125;147;127;6;i;kwz;proparoxitona;superior;masculino;V4;Oiapoque;-5,059;1,948;1,937;12
0;0;50;50;50;6;i;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
47;54;120;120;120;6;i;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-15,059;0,167;-0,435;12
33;52;120;120;119;6;i;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-17,059;0,119;-0,764;12
90;69;135;129;119;6;i;kwz;proparoxitona;superior;masculino;V4;Oiapoque;-0,059;1,239;0,575;12
30;53;92;93;93;6;i;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-16,059;-4,308;-0,834;12
0;0;50;50;50;6;i;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
56;54;120;120;120;6;i;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-15,059;0,167;-0,224;12
40;52;120;120;119;6;i;kwz;proparoxitona;superior;masculino;V4;Oiapoque;-17,059;0,119;-0,599;12
110;64;119;130;129;6;i;kwz;proparoxitona;superior;masculino;V1;Oiapoque;-5,059;1,012;1,045;12
30;53;92;93;93;6;i;kwz;proparoxitona;superior;masculino;V2;Oiapoque;-16,059;-4,308;-0,834;12
0;0;50;50;50;6;i;kwz;proparoxitona;superior;masculino;V3;Oiapoque;-69,059;-14,989;-1,539;12
0;0;50;50;50;6;a;pwd;oxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
0;0;50;50;50;6;a;pwd;oxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
80;62;118;118;116;6;a;pwd;oxitona;superior;masculino;V2;Oiapoque;-7,059;-0,222;0,340;12
70;65;118;118;114;6;a;pwd;oxitona;superior;masculino;V3;Oiapoque;-4,059;-0,320;0,105;12
97;53;54;51;52;6;a;pwd;oxitona;superior;masculino;V4;Oiapoque;-16,059;-14,200;0,739;12
120;66;97;118;122;6;a;pwd;oxitona;superior;masculino;V1;Oiapoque;-3,059;-0,976;1,280;12
0;0;50;50;50;6;a;pwd;oxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
80;62;118;118;116;6;a;pwd;oxitona;superior;masculino;V3;Oiapoque;-7,059;-0,222;0,340;12
70;65;118;118;114;6;a;pwd;oxitona;superior;masculino;V4;Oiapoque;-4,059;-0,320;0,105;12
51;63;129;128;111;6;a;pwd;oxitona;superior;masculino;V1;Oiapoque;-6,059;0,548;-0,341;12
113;67;109;118;122;6;a;pwd;oxitona;superior;masculino;V2;Oiapoque;-2,059;-0,370;1,115;12
0;0;50;50;50;6;a;pwd;oxitona;superior;masculino;V3;Oiapoque;-69,059;-14,989;-1,539;12
80;62;118;118;116;6;a;pwd;oxitona;superior;masculino;V4;Oiapoque;-7,059;-0,222;0,340;12
64;62;131;127;118;6;i;pwd;oxitona;superior;masculino;V1;Oiapoque;-7,059;0,920;-0,036;12
65;64;134;133;125;6;i;pwd;oxitona;superior;masculino;V2;Oiapoque;-5,059;1,641;-0,012;12
130;69;127;127;128;6;i;pwd;oxitona;superior;masculino;V3;Oiapoque;-0,059;1,194;1,514;12
0;0;50;50;50;6;i;pwd;oxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
0;0;50;50;50;6;i;pwd;oxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
68;62;120;123;119;6;i;pwd;oxitona;superior;masculino;V2;Oiapoque;-7,059;0,263;0,058;12
47;63;135;132;125;6;i;pwd;oxitona;superior;masculino;V3;Oiapoque;-6,059;1,641;-0,435;12
120;73;124;134;137;6;i;pwd;oxitona;superior;masculino;V4;Oiapoque;3,941;1,773;1,280;12
90;69;129;143;154;6;i;pwd;oxitona;superior;masculino;V1;Oiapoque;-0,059;3,081;0,575;12
0;0;50;50;50;6;i;pwd;oxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
69;62;120;123;119;6;i;pwd;oxitona;superior;masculino;V3;Oiapoque;-7,059;0,263;0,082;12
47;63;135;132;125;6;i;pwd;oxitona;superior;masculino;V4;Oiapoque;-6,059;1,641;-0,435;12
86;46;150;146;136;6;a;pwg;oxitona;superior;masculino;V1;Oiapoque;-23,059;3,324;0,481;12
152;60;115;112;123;6;a;pwg;oxitona;superior;masculino;V2;Oiapoque;-9,059;-0,320;2,031;12
41;54;65;64;66;6;a;pwg;oxitona;superior;masculino;V3;Oiapoque;-15,059;-10,447;-0,576;12
58;49;115;110;110;6;a;pwg;oxitona;superior;masculino;V4;Oiapoque;-20,059;-1,079;-0,177;12
0;0;50;50;50;6;a;pwg;oxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
86;46;150;146;136;6;a;pwg;oxitona;superior;masculino;V2;Oiapoque;-23,059;3,324;0,481;12
152;60;115;112;123;6;a;pwg;oxitona;superior;masculino;V3;Oiapoque;-9,059;-0,320;2,031;12
41;54;65;64;66;6;a;pwg;oxitona;superior;masculino;V4;Oiapoque;-15,059;-10,447;-0,576;12
100;65;113;117;121;6;a;pwg;oxitona;superior;masculino;V1;Oiapoque;-4,059;-0,271;0,810;12
0;0;50;50;50;6;a;pwg;oxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
86;46;150;146;136;6;a;pwg;oxitona;superior;masculino;V3;Oiapoque;-23,059;3,324;0,481;12
152;60;115;112;123;6;a;pwg;oxitona;superior;masculino;V4;Oiapoque;-9,059;-0,320;2,031;12
0;0;50;50;50;6;i;pwg;oxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
100;68;125;130;131;6;i;pwg;oxitona;superior;masculino;V2;Oiapoque;-1,059;1,374;0,810;12
31;63;84;77;70;6;i;pwg;oxitona;superior;masculino;V3;Oiapoque;-6,059;-7,514;-0,811;12
131;51;63;63;129;6;i;pwg;oxitona;superior;masculino;V4;Oiapoque;-18,059;-5,803;1,538;12
149;57;125;145;148;6;i;pwg;oxitona;superior;masculino;V1;Oiapoque;-12,059;2,753;1,961;12
0;0;50;50;50;6;i;pwg;oxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
100;68;125;130;131;6;i;pwg;oxitona;superior;masculino;V3;Oiapoque;-1,059;1,374;0,810;12
31;63;84;77;70;6;i;pwg;oxitona;superior;masculino;V4;Oiapoque;-6,059;-7,514;-0,811;12
70;56;98;98;97;6;i;pwg;oxitona;superior;masculino;V1;Oiapoque;-13,059;-3,398;0,105;12
149;57;125;145;148;6;i;pwg;oxitona;superior;masculino;V2;Oiapoque;-12,059;2,753;1,961;12
0;0;50;50;50;6;i;pwg;oxitona;superior;masculino;V3;Oiapoque;-69,059;-14,989;-1,539;12
108;69;135;136;144;6;i;pwg;oxitona;superior;masculino;V4;Oiapoque;-0,059;2,629;0,998;12
76;57;110;109;106;6;i;pwg;oxitona;superior;masculino;V1;Oiapoque;-12,059;-1,603;0,246;12
70;58;53;54;55;6;i;pwg;oxitona;superior;masculino;V2;Oiapoque;-11,059;-13,657;0,105;12
157;58;123;145;151;6;i;pwg;oxitona;superior;masculino;V3;Oiapoque;-11,059;2,795;2,149;12
0;0;50;50;50;6;a;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
100;66;113;126;122;6;a;pwj;proparoxitona;superior;masculino;V1;Oiapoque;-3,059;0,215;0,810;12
92;63;107;108;105;6;a;pwj;proparoxitona;superior;masculino;V2;Oiapoque;-6,059;-1,872;0,622;12
41;57;101;100;99;6;a;pwj;proparoxitona;superior;masculino;V3;Oiapoque;-12,059;-2,989;-0,576;12
0;0;50;50;50;6;a;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
70;71;130;121;110;6;a;pwj;proparoxitona;superior;masculino;V1;Oiapoque;1,941;0,215;0,105;12
100;66;113;126;122;6;a;pwj;proparoxitona;superior;masculino;V2;Oiapoque;-3,059;0,215;0,810;12
92;63;107;108;105;6;a;pwj;proparoxitona;superior;masculino;V3;Oiapoque;-6,059;-1,872;0,622;12
41;57;101;100;99;6;a;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-12,059;-2,989;-0,576;12
40;59;128;127;125;6;a;pwj;proparoxitona;superior;masculino;V1;Oiapoque;-10,059;1,103;-0,599;12
70;71;130;121;110;6;a;pwj;proparoxitona;superior;masculino;V2;Oiapoque;1,941;0,215;0,105;12
91;66;117;127;122;6;a;pwj;proparoxitona;superior;masculino;V3;Oiapoque;-3,059;0,453;0,598;12
98;63;107;108;104;6;a;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-6,059;-1,926;0,763;12
41;50;116;113;111;6;i;pwj;proparoxitona;superior;masculino;V1;Oiapoque;-19,059;-0,822;-0,576;12
57;52;116;117;108;6;i;pwj;proparoxitona;superior;masculino;V2;Oiapoque;-17,059;-0,771;-0,200;12
90;66;130;118;108;6;i;pwj;proparoxitona;superior;masculino;V3;Oiapoque;-3,059;-0,026;0,575;12
140;56;108;120;113;6;i;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-13,059;-0,771;1,749;12
0;0;50;50;50;6;i;pwj;proparoxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
45;50;108;109;108;6;i;pwj;proparoxitona;superior;masculino;V2;Oiapoque;-19,059;-1,603;-0,482;12
60;47;53;53;89;6;i;pwj;proparoxitona;superior;masculino;V3;Oiapoque;-22,059;-10,447;-0,130;12
130;61;117;113;100;6;i;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-8,059;-1,339;1,514;12
80;69;128;137;139;6;i;pwj;proparoxitona;superior;masculino;V1;Oiapoque;-0,059;2,164;0,340;12
0;0;50;50;50;6;i;pwj;proparoxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
30;52;124;123;122;6;i;pwj;proparoxitona;superior;masculino;V3;Oiapoque;-17,059;0,595;-0,834;12
46;56;120;123;116;6;i;pwj;proparoxitona;superior;masculino;V4;Oiapoque;-13,059;0,119;-0,458;12
0;0;50;50;50;6;a;pwx;paroxitona;superior;masculino;V4;Oiapoque;-69,059;-14,989;-1,539;12
80;59;124;128;129;6;a;pwx;paroxitona;superior;masculino;V1;Oiapoque;-10,059;1,149;0,340;12
42;67;139;140;140;6;a;pwx;paroxitona;superior;masculino;V2;Oiapoque;-2,059;2,795;-0,552;12
100;64;123;114;96;6;a;pwx;paroxitona;superior;masculino;V3;Oiapoque;-5,059;-1,182;0,810;12
66;48;74;84;84;6;a;pwx;paroxitona;superior;masculino;V4;Oiapoque;-21,059;-6,709;0,011;12
93;66;133;118;112;6;a;pwx;paroxitona;superior;masculino;V1;Oiapoque;-3,059;0,311;0,645;12
80;59;124;128;129;6;a;pwx;paroxitona;superior;masculino;V2;Oiapoque;-10,059;1,149;0,340;12
50;63;139;141;139;6;a;pwx;paroxitona;superior;masculino;V3;Oiapoque;-6,059;2,795;-0,364;12
109;64;123;112;96;6;a;pwx;paroxitona;superior;masculino;V4;Oiapoque;-5,059;-1,287;1,021;12
60;54;117;121;113;6;a;pwx;paroxitona;superior;masculino;V1;Oiapoque;-15,059;-0,271;-0,130;12
110;66;133;118;108;6;a;pwx;paroxitona;superior;masculino;V2;Oiapoque;-3,059;0,119;1,045;12
80;59;124;128;129;6;a;pwx;paroxitona;superior;masculino;V3;Oiapoque;-10,059;1,149;0,340;12
58;66;139;141;139;6;a;pwx;paroxitona;superior;masculino;V4;Oiapoque;-3,059;2,795;-0,177;12
134;59;130;129;123;6;i;pwx;paroxitona;superior;masculino;V1;Oiapoque;-10,059;1,194;1,608;12
60;55;128;123;115;6;i;pwx;paroxitona;superior;masculino;V2;Oiapoque;-14,059;0,453;-0,130;12
100;70;136;123;111;6;i;pwx;paroxitona;superior;masculino;V3;Oiapoque;0,941;0,642;0,810;12
106;62;117;128;122;6;i;pwx;paroxitona;superior;masculino;V4;Oiapoque;-7,059;0,501;0,951;12
0;0;50;50;50;6;i;pwx;paroxitona;superior;masculino;V1;Oiapoque;-69,059;-14,989;-1,539;12
179;60;129;128;121;6;i;pwx;paroxitona;superior;masculino;V2;Oiapoque;-9,059;1,012;2,665;12
60;55;128;123;115;6;i;pwx;paroxitona;superior;masculino;V3;Oiapoque;-14,059;0,453;-0,130;12
100;70;136;123;111;6;i;pwx;paroxitona;superior;masculino;V4;Oiapoque;0,941;0,642;0,810;12
110;69;129;138;146;6;i;pwx;paroxitona;superior;masculino;V1;Oiapoque;-0,059;2,545;1,045;12
0;0;50;50;50;6;i;pwx;paroxitona;superior;masculino;V2;Oiapoque;-69,059;-14,989;-1,539;12
134;59;130;129;123;6;i;pwx;paroxitona;superior;masculino;V3;Oiapoque;-10,059;1,194;1,608;12
60;55;128;123;115;6;i;pwx;paroxitona;superior;masculino;V4;Oiapoque;-14,059;0,453;-0,130;12
174;55;147;150;153;6;a;pwz;proparoxitona;superior;masculino;V1;Oiapoque;-14,059;4,030;2,548;12
150;68;122;128;143;6;a;pwz;proparoxitona;superior;masculino;V2;Oiapoque;-1,059;1,686;1,984;12
0;0;50;50;50;6;a;pwz;proparoxitona;superior;masculino;V3;Oiapoque;-69,059;-14,989;-1,539;12
59;62;136;139;125;6;a;pwz;proparoxitona;superior;masculino;V4;Oiapoque;-7,059;1,991;-0,153;12
39;67;156;152;148;6;a;pwz;proparoxitona;superior;masculino;V1;Oiapoque;-2,059;4,260;-0,623;12
174;55;147;150;153;6;a;pwz;proparoxitona;superior;masculino;V2;Oiapoque;-14,059;4,030;2,548;12
150;68;122;128;143;6;a;pwz;proparoxitona;superior;masculino;V3;Oiapoque;-1,059;1,686;1,984;12
